"CCG Comments","CMU","FY","Last Stage Reached","Project Assessed","Project ID","Project Name","Vertical","Approval Date","Approval Step","CO Team Lead","Could count for more adaptation","Could count for more mitigation","Country","FY Probability","GP","Lending Instrument","Potential (Y/N)","Practice Manager Name","Region","Requesting Cost Center Code","Responsible Cost Center Code","Responsible Cost Center Name","Team Lead Name","Project compliant with CDRS requirement?","CI: Climate indicator included?","CI: Name of Climate Indicator","CI: Project compliant with CI requirement?","GHG: Applicable to operation","GHG: GHG lifetime","GHG: Gross Emissions  (tCO2e, lifetime)","GHG: Net Emissions (annual average, tCO2e/year)","GHG: Net Emissions (economic lifetime, tCO2e)","GHG: Status of data","% (Climate Co-Benefits Over Total IDA/IBRD Commitment)","Net IDA/IBRD Adaptation ($M)","Net IDA/IBRD Mitigation ($M)","Total IDA/IBRD Climate Co-Benefits ($M)","% (IBRD Climate Co-Benefits Over Total IBRD Commitment)","% (IDA Climate Co-Benefits Over Total IDA Commitment)","Net IBRD Adaptation ($M)","IBRD Climate Co-Benefits ($M)","Net IBRD Mitigation ($M)","Net IDA Adaptation ($M)","IDA Climate Co-Benefits ($M)","Net IDA Mitigation ($M)","IBRD Commitment ($M)","IDA Commitment ($M)","Total IDA/IBRD Commitment ($M)","Gross IDA/IBRD Adaptation ($M)","Gross IDA/IBRD Mitigation ($M)","Dual Benefit Finance ($M)"
NA,"AECS2-AFE","FY18","Begin Negotiation","Assessed","P164318","Madagascar Electricity Sector Operations and Governance Improvement Project - AF to ESOGIP","Infrastructure","2018-06-14","A","000342533 | Vonjy Miarintsoa Rakotondramanana ~ 000274563 | Elise Massan Akitani",0,0,"Madagascar","Firm","Energy and Extractives","Investment","No","Erik Magnus Fernstrom","AFE","AECS2","IAEE1","Infrastructure - AFE Energy 1","Vonjy Miarintsoa Rakotondramanana","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37.500",0,15,15,"  NA","37.500",0,0,0,0,15,15,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P162783","Comoros Solar Energy Integration Platform","Infrastructure","2020-06-22","A","000500844 | Claudio Miguel Jamisse Buque ~",0,0,"Comoros","Firm","Energy and Extractives","Investment","No","Erik Magnus Fernstrom","AFE","AECS2","IAEE1","Infrastructure - AFE Energy 1","Claudio Miguel Jamisse Buque","Yes",NA,NA,NA,"Y","20","0","-7,772","-155,446","GHG data finalized","81.250",0,32.5,32.5,"  NA","81.250",0,0,0,0,32.5,32.5,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P163989","Mozambique Urban Development and Decentralization Project","Infrastructure","2020-06-26","A","000494249 | Naraya Carrasco ~ 000234411 | Ana Cristina Hirata Barros",0,0,"Mozambique","Firm","Urban Resilience and Land","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Naraya Carrasco","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.812",29.38,6.67,36.05,"  NA","30.812",0,0,0,29.38,36.05,6.67,0,117,117,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P166526","Connectivity for Rural Livelihood Improvement Project","Infrastructure","2019-11-15","A","000342553 | Vincent Vesin ~ 000364905 | Raman V. Krishnan ~ 000306306 | Alphonse Soh ~",0,0,"Madagascar","Firm","Transport","Investment","No","Binyam Reja","AFE","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Vincent Vesin","Yes",NA,NA,NA,"Y","20","379,500","-4,925","-98,500","GHG data finalized","9.643",13.5,0,13.5,"  NA","9.643",0,0,0,13.5,13.5,0,0,140,140,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P167941","Madagascar Disaster Risk Management Development Policy Financing with a Catastrophe Deferred Drawdown Option (Cat DDO)","Infrastructure","2019-12-12","A","000338614 | Andrianjaka Rado Razafimandimby ~ 000381155 | Luis Alton ~ 000314287 | Michel Matera ~",0,0,"Madagascar","Firm","Urban Resilience and Land","DPO","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Andrianjaka Rado Razafimandimby","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",50,0,50,"  NA","100.000",0,0,0,50,50,0,0,50,50,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P171040","Mozambique: Cyclone Idai & Kenneth Emergency Recovery and Resilience Project","Infrastructure","2019-09-30","A","000330082 | Xavier Agostinho Chavana ~ 000397758 | Suranga Sooriya Kumara Kahandawa",0,0,"Mozambique","Firm","Urban Resilience and Land","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Xavier Agostinho Chavana","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"65.415",85.04,0,85.04,"  NA","65.415",0,0,0,85.04,85.04,0,0,130,130,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P171093","Additional Financing for Integrated Feeder Road Development Project","Infrastructure","2019-09-30","A","000416067 | Rakesh Tripathi ~ 000248785 | Nargis Ryskulova",0,0,"Mozambique","Firm","Transport","Investment","No","Binyam Reja","AFE","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Rakesh Tripathi","Yes",NA,NA,NA,"Y","20","3,239","15.2","304","GHG data finalized","48.091",52.9,0,52.9,"  NA","48.091",0,0,0,52.9,52.9,0,0,110,110,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P171361","Comoros Post-Kenneth Recovery and Resilience Project","Infrastructure","2019-12-18","A","000307870 | Tahir Akbar ~ 000493398 | Gael Fetraniaina Raserijaona",0,0,"Comoros","Firm","Urban Resilience and Land","Investment","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Tahir Akbar","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"64.556",27.34,1.71,29.05,"  NA","64.556",0,0,0,27.34,29.05,1.71,0,45,45,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P163870","Madagascar  - Least-Cost Electricity Access Development Project - LEAD","Infrastructure","2019-03-01","A","000560308 | Komenan Koffi ~ 000519524 | Alona Kazantseva",0,0,"Madagascar","Firm","Energy and Extractives","Investment","No","Erik Magnus Fernstrom","AFE","AECS2","IAEE1","Infrastructure - AFE Energy 1","Komenan Koffi","Yes",NA,NA,NA,"Y","30","0","-20,645","-619,361","GHG data finalized","44.733",0,67.1,67.1,"  NA","44.733",0,0,0,0,67.1,67.1,0,150,150,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P165453","Mozambique Energy For All (ProEnergia)","Infrastructure","2019-03-28","A","000466106 | Lara Born ~ 000488818 | Jenny Jing Chao",0,0,"Mozambique","Firm","Energy and Extractives","Investment","No","Erik Magnus Fernstrom","AFE","AECS2","IAEE1","Infrastructure - AFE Energy 1","Lara Born","Yes",NA,NA,NA,"Y","24.9999746","346,482","-196,836","-4,920,895","GHG data finalized","23.659",3.47,15.93,19.4,"  NA","23.659",0,0,0,3.47,19.4,15.93,0,82,82,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P151785","MG-Electricity Sec Operations & Governance Improvement Proje","Infrastructure","2016-03-22","A","000550831 | Tsiry Andriantahina ~ 000560308 | Komenan Koffi",0,0,"Madagascar","","Energy and Extractives","Investment","No","Erik Magnus Fernstrom","AFR","AECS2","IAEE1","Infrastructure - AFE Energy 1","Tsiry Andriantahina","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.190",0,18.3235,18.3235,"  NA","28.190",0,0,0,0,18.3235,18.3235,0,65,65,NA,NA,NA
NA,"AECS2-AFE","FY15","","Assessed","P150956","Third Additional Financing to RBMMP2-AF3","Infrastructure",NA,"A","000305298 | Kulwinder Singh Rao ~",0,0,"Mozambique","","Transport and Digital Development","Investment","No","Binyam Reja","AFR","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Kulwinder Singh Rao","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,73.6,73.6,NA,NA,NA
NA,"AECS2-AFE","FY14","","Assessed","P131659","KM-Electricity Sect. Recovery Proj(FY14)","Infrastructure",NA,"A","000256705 | Jan Friedrich Kappen ~",0,0,"Comoros","","Energy and Extractives","Investment","No","Erik Magnus Fernstrom","AFR","AECS2","IAEE1","Infrastructure - AFE Energy 1","Jan Friedrich Kappen","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,5,5,NA,NA,NA
NA,"AECS2-AFE","FY14","","Assessed","P146402","MZ-Rds and Bridges Mgmt Maint. Ph-2- AF2","Infrastructure",NA,"A","000305298 | Kulwinder Singh Rao ~",0,0,"Mozambique","","Transport and Digital Development","Investment","No","Binyam Reja","AFR","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Kulwinder Singh Rao","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"83.000",32.702,0,32.702,"  NA","83.000",0,0,0,32.702,32.702,0,0,39.4,39.4,NA,NA,NA
NA,"AECS2-AFE","FY13","","Assessed","P129847","Mozambique Mining and Gas TA Project","Infrastructure",NA,"A","000178158 | Javier Aguilar ~ 000529498 | Robert van der Geest",0,0,"Mozambique","","Energy and Extractives","Investment","No","Robert Schlotterer","AFR","AECS2","IEEXI","Infra - Energy Extractive Inds","Javier Aguilar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,50,50,NA,NA,NA
NA,"AECS2-AFE","FY13","","Assessed","P132101","MG-Emerg Infra Preservation & Vulnerabil","Infrastructure",NA,"A","000255641 | Noroarisoa Rabefaniraka ~ 000188209 | Andrea Vermehren",0,0,"Madagascar","","Transport and Digital Development","Investment","No","Binyam Reja","AFR","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Noroarisoa Rabefaniraka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.180",4.4676,1.836,6.3036,"  NA","6.180",0,0,0,4.4676,6.3036,1.836,0,102,102,NA,NA,NA
NA,"AECS2-AFE","FY11","","Assessed","P114880","MZ:APL2 Roads & Bridges Additional Finan","Infrastructure",NA,"A","000305298 | Kulwinder Singh Rao ~",0,0,"Mozambique","","Transport and Digital Development","Investment","No","Binyam Reja","AFR","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Kulwinder Singh Rao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,41,41,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P171449","Maputo Urban Transformation Project","Infrastructure","2020-12-10","A","000531087 | Emily Margaret Owen ~",0,0,"Mozambique","Firm","Urban Resilience and Land","IPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Emily Margaret Owen","Yes","Yes","Roads rehabilitated with solar powered street lighting in selected informal settlements (Kilometers)","Yes","Y","15","0","-545,236","-6,914,952","GHG data finalized","52.450",44.47,7.98,52.45,"  NA","52.450",0,0,0,44.47,52.45,7.98,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P174294","COVID-19 Response Additional Financing","Infrastructure","2020-09-30","A","000428239 | Brenden Jongman ~ 000308540 | Julian Casal ~ 000467804 | Lizardo Narvaez Marulanda ~",0,0,"Mozambique","Firm","Urban Resilience and Land","IPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Brenden Jongman","Yes","Yes","People protected by restored or improved climate resilience infrastructure (Number)","Yes",NA,NA,NA,NA,NA,NA,"70.068",51.5,0,51.5,"  NA","70.068",0,0,0,51.5,51.5,0,0,73.5,73.5,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P174388","Madagascar Covid-19 Response DPO","Infrastructure","2020-08-27","A","000314287 | Michel Matera ~ 000381155 | Luis Alton ~ 000458188 | Marc Stocker ~",0,0,"Madagascar","Firm","Urban Resilience and Land","DPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Michel Matera","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"4.280",1.07,2.14,3.21,"  NA","4.280",0,0,0,1.07,3.21,2.14,0,75,75,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P175087","Additional Financing to Integrated Urban Development and Resilience Project for Greater Antananarivo","Infrastructure","2020-12-10","A","000314287 | Michel Matera ~ 000309651 | Pierre Francois-Xavier Boulenger ~ 000493398 | Gael Fetraniaina Raserijaona ~",0,0,"Madagascar","Firm","Urban Resilience and Land","IPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Michel Matera","Yes","Yes","People protected by restored or improved flood protection infrastructure (Number)","Yes",NA,NA,NA,NA,NA,NA,"58.640",29.32,0,29.32,"  NA","58.640",0,0,0,29.32,29.32,0,0,50,50,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P176157","Northern Crisis Recovery Project","Infrastructure","2021-04-27","A","000330082 | Xavier Agostinho Chavana ~ 000397758 | Suranga Sooriya Kumara Kahandawa",0,0,"Mozambique","Firm","Urban Resilience and Land","IPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Xavier Agostinho Chavana","Yes","No",NA,"N/A",NA,NA,NA,NA,NA,NA,"6.120",6.12,0,6.12,"  NA","6.120",0,0,0,6.12,6.12,0,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY21","Bank Approved","Assessed","P176811","Madagascar Road Sector Sustainability Project","Infrastructure","2021-06-29","A","000342553 | Vincent Vesin ~ 000306306 | Alphonse Soh",0,0,"Madagascar","Firm","Transport","IPF","No","Binyam Reja","AFE","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Vincent Vesin","Yes","Yes","National paved roads with safe and more climate resilient features","Yes","Y","12","2,718,132","-86,491","-1,037,892","GHG data finalized","45.475",90.95,0,90.95,"  NA","45.475",0,0,0,90.95,90.95,0,0,200,200,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P173114","Comoros Interisland Connectivity Project","Infrastructure","2022-05-20","A","000282057 | Atsushi Iimi ~",0,0,"Comoros","Firm","Transport","IPF","No","Binyam Reja","AFE","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Atsushi Iimi","Yes","Yes","Climate resilience strategy in the maritime sector prepared (Yes/No)","Yes",NA,NA,NA,NA,NA,NA,"80.750",16.15,0,16.15,"  NA","80.750",0,0,0,16.15,16.15,0,0,20,20,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P173711","Connecting Madagascar for Inclusive Growth","Infrastructure","2022-03-25","A","000529056 | Wei Yan ~ 000579498 | Solofoson Jean Rabary",0,0,"Madagascar","Firm","Transport","IPF","No","Binyam Reja","AFE","AECS2","IAET2","Infra- AFE Transport SA&Ethiopia","Wei Yan","Yes","Yes","Rural population with access to an all-season road (number)","Yes","Y","23","8,382,089","-234,822","-5,400,903","GHG data finalized","47.955",191.82,0,191.82,"  NA","47.955",0,0,0,191.82,191.82,0,0,400,400,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P175266","Mozambique Northern Urban Development Project","Infrastructure","2021-12-17","A","000531087 | Emily Margaret Owen ~",0,0,"Mozambique","Firm","Urban Resilience and Land","IPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Emily Margaret Owen","Yes","Yes","Street Lighting rehabilitated or constructed (Kilometers)","Yes",NA,NA,NA,NA,NA,NA,"42.510",27.77,14.74,42.51,"  NA","42.510",0,0,0,27.77,42.51,14.74,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P175295","Sustainable Energy and Broadband Access in Rural Mozambique Project","Infrastructure","2021-12-14","A","000483285 | Maria Arango ~ 000547591 | Anne-Elisabeth Sarah Victoire Emmanuel Costafrolaz",0,0,"Mozambique","Firm","Energy and Extractives","IPF","No","Erik Magnus Fernstrom","AFE","AECS2","IAEE1","Infrastructure - AFE Energy 1","Maria Arango","Yes","Yes","Annual energy savings from replacement of inefficient lamps","Yes","Y","Multiple","917,933","-267,197","-4,075,487","GHG data finalized","83.490",11.44,239.03,250.47,"  NA","83.490",0,0,0,11.44,250.47,239.03,0,300,300,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P177646","Comoros Solar Energy Access Project","Infrastructure","2022-05-27","A","000560308 | Komenan Koffi ~ 000519524 | Alona Kazantseva",0,0,"Comoros","Firm","Energy and Extractives","IPF","No","Erik Magnus Fernstrom","AFE","AECS2","IAEE1","Infrastructure - AFE Energy 1","Komenan Koffi","Yes","Yes","Renewable energy generation capacity (other than hydropower) constructed under the project (CRI, Megawatt)  [Disaggregate indicator]","Yes","Y","19","0","-6,929","-131,651","GHG data finalized","80.375",1.02,31.13,32.15,"  NA","80.375",0,0,0,1.02,32.15,31.13,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY22","Bank Approved","Assessed","P178070","Northern Crisis Recovery Project - Additional Financing","Infrastructure","2021-12-20","A","000467804 | Lizardo Narvaez Marulanda ~ 000330082 | Xavier Agostinho Chavana",0,0,"Mozambique","Firm","Urban Resilience and Land","IPF","No","Catalina Marulanda","AFE","AECS2","IAEU2","Infrastructure - AFE Urban DRM 1","Lizardo Narvaez Marulanda","Yes","Yes","Number of beneficiaries with access to basic services and climate resilient public infrastructure. (Number)","N/A",NA,NA,NA,NA,NA,NA,"15.250",11.97,3.28,15.25,"  NA","15.250",0,0,0,11.97,15.25,3.28,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY18","Bank Approved","Assessed","P160442","Madagascar Basic Education Support Project","People","2018-03-29","A","000516585 | Almedina Music ~",0,0,"Madagascar","Firm","Education","Investment","No","Muna Salih Meky","AFE","AECS2","HAEE1","People - Education AFE1","Almedina Music","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.073",0.59,0,0.59,"  NA","1.073",0,0,0,0.59,0.59,0,0,55,55,NA,NA,NA
NA,"AECS2-AFE","FY18","Bank Approved","Assessed","P160848","Improving Nutrition Outcomes using the Multiphase Programmatic Approach","People","2017-12-12","A","000357613 | Maud Juquois ~",0,0,"Madagascar","Firm","Health Nutrition and Population","Investment","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Maud Juquois","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.250",2.09,0.51,2.6,"  NA","3.250",0,0,0,2.09,2.6,0.51,0,80,80,NA,NA,NA
NA,"AECS2-AFE","FY18","Bank Approved","Assessed","P163541","Mozambique Primary Health Care Strengthening Program","People","2017-12-20","A","000258212 | Humberto Albino Cossa ~",0,0,"Mozambique","Firm","Health Nutrition and Population","PforR","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Humberto Albino Cossa","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,80,80,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P166013","Comprehensive Approach to Health System Strengthening","People","2019-07-02","A","000440137 | Cedric Ndizeye ~ 000462937 | Rija Lalaina Andriantavison",0,0,"Comoros","Firm","Health Nutrition and Population","Investment","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Cedric Ndizeye","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.167",1.33,0.52,1.85,"  NA","6.167",0,0,0,1.33,1.85,0.52,0,30,30,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P166100","Harnessing the Demographic Dividend","People","2020-02-14","A","000435833 | Sara Troiano ~ 000540790 | Ana Cristina Alonso Soria",0,0,"Mozambique","Firm","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Sara Troiano","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,75,75,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P168697","Investing in Human Capital Development Policy Financing","People","2020-03-26","A","000267504 | Peter Anthony Holland ~ 000324541 | Tiago Carneiro Peixoto",0,0,"Madagascar","Firm","Health Nutrition and Population","DPO","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Peter Anthony Holland","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11.450",10.56,0.89,11.45,"  NA","11.450",0,0,0,10.56,11.45,0.89,0,100,100,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P170327","Second Additional Financing for the Social Protection Project and Support to Cyclone and Flood Emergencies","People","2019-10-23","A","000191197 | Edmundo Murrugarra ~",0,0,"Mozambique","Firm","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Edmundo Murrugarra","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"50.000",17.5,0,17.5,"  NA","50.000",0,0,0,17.5,17.5,0,0,35,35,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P171633","ADDITIONAL FINANCING FOR THE SOCIAL SAFETY NET PROJECT","People","2019-12-16","A","000263884 | Julia Rachel Ravelosoa ~ 000188209 | Andrea Vermehren",0,0,"Comoros","Firm","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Julia Rachel Ravelosoa","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"48.333",8.1,0.6,8.7,"  NA","48.333",0,0,0,8.1,8.7,0.6,0,18,18,NA,NA,NA
NA,"AECS2-AFE","FY20","Bank Approved","Assessed","P173950","Additional Financing to Improving Nutrition Outcomes Project Using the Multiphase Programmatic Approach","People","2020-06-08","A","000357613 | Maud Juquois ~ 000375305 | Voahirana Hanitriniala Rajoela",0,0,"Madagascar","Firm","Health Nutrition and Population","Investment","No","Ernest E. Massiah","AFE","AECS2","HAEH1","People - HNP AFE1","Maud Juquois","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.840",0.44,0.128,0.568,"  NA","2.840",0,0,0,0.44,0.568,0.128,0,20,20,NA,NA,NA
NA,"AECS2-AFE","FY19","Bank Approved","Assessed","P167881","Madagascar Social Safety Net Project Additional Financing","People","2019-03-01","A","000074027 | Laura B. Rawlings ~",0,0,"Madagascar","Firm","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Laura B. Rawlings","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31.100",25.29,2.7,27.99,"  NA","31.100",0,0,0,25.29,27.99,2.7,0,90,90,NA,NA,NA
NA,"AECS2-AFE","FY17","Bank Approved","Assessed","P160554","Social Safety Net Drought Response","People","2016-11-10","A","000188209 | Andrea Vermehren ~ 000230924 | Jumana Qamruddin",0,0,"Madagascar","Firm","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Andrea Vermehren","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"100.000",35,0,35,"  NA","100.000",0,0,0,35,35,0,0,35,35,NA,NA,NA
NA,"AECS2-AFE","FY17","Bank Approved","Assessed","P161351","Social Protection Project - AF","People","2017-03-10","A","000417697 | Eric Zapatero Larrio ~",0,0,"Mozambique","Firm","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFE","AECS2","HAES1","People - SPT & Labor AFE1","Eric Zapatero Larrio","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,10,10,NA,NA,NA
NA,"AECS2-AFE","FY17","Decision Meeting","Assessed","P160959","Additional Financing to the ESSP - III","People","2017-06-02","A","000310654 | Ana Ruth Menezes ~",0,0,"Mozambique","Firm","Education","Investment","No","Muna Salih Meky","AFE","AECS2","HAEE1","People - Education AFE1","Ana Ruth Menezes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,59,59,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P149323","Social Safety Net Project","People","2015-09-16","A","000172806 | John Van Dyck ~ 000263884 | Julia Rachel Ravelosoa",0,0,"Madagascar","","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFR","AECS2","HAES1","People - SPT & Labor AFE1","John Van Dyck","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,40,40,NA,NA,NA
NA,"AECS2-AFE","FY16","","Assessed","P151185","Mozambique Additional Financing to Education Sector Support","People","2015-07-24","A","000332097 | Fadila Caillaud ~",0,0,"Mozambique","","Education","Investment","No","Muna Salih Meky","AFR","AECS2","HAEE1","People - Education AFE1","Fadila Caillaud","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,50,50,NA,NA,NA
NA,"AECS2-AFE","FY15","","Assessed","P146602","Addl Fin for Higher Educ Science and Tec","People",NA,"A","000310654 | Ana Ruth Menezes ~",0,0,"Mozambique","","Education","Investment","No","Muna Salih Meky","AFR","AECS2","HAEE1","People - Education AFE1","Ana Ruth Menezes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,45,45,NA,NA,NA
NA,"AECS2-AFE","FY15","","Assessed","P150754","Comoros Social Safety Net Project","People",NA,"A","000263884 | Julia Rachel Ravelosoa ~",0,0,"Comoros","","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFR","AECS2","HAES1","People - SPT & Labor AFE1","Julia Rachel Ravelosoa","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"79.800",4.788,0,4.788,"  NA","79.800",0,0,0,4.788,4.788,0,0,6,6,NA,NA,NA
NA,"AECS2-AFE","FY14","","Assessed","P148749","MG:Emergency Support to HNP-Addl Fin.","People",NA,"A","000230924 | Jumana Qamruddin ~",0,0,"Madagascar","","Health Nutrition and Population","Investment","No","Ernest E. Massiah","AFR","AECS2","HAEH1","People - HNP AFE1","Jumana Qamruddin","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,10,10,NA,NA,NA
NA,"AECS2-AFE","FY13","","Assessed","P125477","MZ Nutrition Additional Financing","People",NA,"A","000250269 | Ziauddin Hyder ~",0,0,"Mozambique","","Health Nutrition and Population","Investment","No","Ernest E. Massiah","AFR","AECS2","HAEH1","People - HNP AFE1","Ziauddin Hyder",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,37,37,NA,NA,NA
NA,"AECS2-AFE","FY13","","Assessed","P129524","MZ-Social Safety Net project","People",NA,"A","000191197 | Edmundo Murrugarra ~ 000429664 | Samantha Zaldivar Chimal",0,0,"Mozambique","","Social Protection and Jobs","Investment","No","Loli Arribas-Banos","AFR","AECS2","HAES1","People - SPT & Labor AFE1","Edmundo Murrugarra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.000",0,0,0,"  NA","0.000",0,0,0,0,0,0,0,50,50,NA,NA,NA
